key,sourceKind,sex,visualRace,age,style,lineage,row,column,relativePath,sourceSheet,imageWidth,imageHeight
rw-guest-sheet11-r01-a30,guest,Female,fair,30,sheet11,guest-sheet11-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_fair_age30_sheet11_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r01-a50,guest,Female,fair,50,sheet11,guest-sheet11-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_fair_age50_sheet11_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r02-a10,guest,Male,olive,10,sheet11,guest-sheet11-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_olive_age10_sheet11_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r02-a16,guest,Male,olive,16,sheet11,guest-sheet11-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_olive_age16_sheet11_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r02-a24,guest,Male,olive,24,sheet11,guest-sheet11-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_olive_age24_sheet11_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,195,353
rw-guest-sheet11-r02-a30,guest,Male,olive,30,sheet11,guest-sheet11-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_olive_age30_sheet11_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r02-a50,guest,Male,olive,50,sheet11,guest-sheet11-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_olive_age50_sheet11_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r03-a10,guest,Female,black,10,sheet11,guest-sheet11-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_black_age10_sheet11_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,352
rw-guest-sheet11-r03-a16,guest,Female,black,16,sheet11,guest-sheet11-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_black_age16_sheet11_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,352
rw-guest-sheet11-r03-a24,guest,Female,black,24,sheet11,guest-sheet11-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_black_age24_sheet11_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,195,352
rw-guest-sheet11-r03-a30,guest,Female,black,30,sheet11,guest-sheet11-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_black_age30_sheet11_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,352
rw-guest-sheet11-r03-a50,guest,Female,black,50,sheet11,guest-sheet11-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_black_age50_sheet11_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,352
rw-guest-sheet11-r04-a10,guest,Male,olive,10,sheet11,guest-sheet11-row-04,4,1,assets/ravenwood/portraits/guest/guest_male_olive_age10_sheet11_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r04-a16,guest,Male,olive,16,sheet11,guest-sheet11-row-04,4,2,assets/ravenwood/portraits/guest/guest_male_olive_age16_sheet11_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r04-a24,guest,Male,olive,24,sheet11,guest-sheet11-row-04,4,3,assets/ravenwood/portraits/guest/guest_male_olive_age24_sheet11_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,195,353
rw-guest-sheet11-r04-a30,guest,Male,olive,30,sheet11,guest-sheet11-row-04,4,4,assets/ravenwood/portraits/guest/guest_male_olive_age30_sheet11_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet11-r04-a50,guest,Male,olive,50,sheet11,guest-sheet11-row-04,4,5,assets/ravenwood/portraits/guest/guest_male_olive_age50_sheet11_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet11.png,194,353
rw-guest-sheet12-r01-a10,guest,Female,fair,10,sheet12,guest-sheet12-row-01,1,1,assets/ravenwood/portraits/guest/guest_female_fair_age10_sheet12_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r01-a16,guest,Female,fair,16,sheet12,guest-sheet12-row-01,1,2,assets/ravenwood/portraits/guest/guest_female_fair_age16_sheet12_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r01-a24,guest,Female,fair,24,sheet12,guest-sheet12-row-01,1,3,assets/ravenwood/portraits/guest/guest_female_fair_age24_sheet12_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,195,353
rw-guest-sheet12-r01-a30,guest,Female,fair,30,sheet12,guest-sheet12-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_fair_age30_sheet12_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r01-a50,guest,Female,fair,50,sheet12,guest-sheet12-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_fair_age50_sheet12_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r02-a10,guest,Male,fair,10,sheet12,guest-sheet12-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_fair_age10_sheet12_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r02-a16,guest,Male,fair,16,sheet12,guest-sheet12-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_fair_age16_sheet12_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r02-a24,guest,Male,fair,24,sheet12,guest-sheet12-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet12_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,195,353
rw-guest-sheet12-r02-a30,guest,Male,fair,30,sheet12,guest-sheet12-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet12_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r02-a50,guest,Male,fair,50,sheet12,guest-sheet12-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet12_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r03-a10,guest,Female,eastern,10,sheet12,guest-sheet12-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_eastern_age10_sheet12_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,352
rw-guest-sheet12-r03-a16,guest,Female,eastern,16,sheet12,guest-sheet12-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_eastern_age16_sheet12_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,352
rw-guest-sheet12-r03-a24,guest,Female,eastern,24,sheet12,guest-sheet12-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_eastern_age24_sheet12_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,195,352
rw-guest-sheet12-r03-a30,guest,Female,eastern,30,sheet12,guest-sheet12-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_eastern_age30_sheet12_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,352
rw-guest-sheet12-r03-a50,guest,Female,eastern,50,sheet12,guest-sheet12-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_eastern_age50_sheet12_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,352
rw-guest-sheet12-r04-a10,guest,Male,fair,10,sheet12,guest-sheet12-row-04,4,1,assets/ravenwood/portraits/guest/guest_male_fair_age10_sheet12_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r04-a16,guest,Male,fair,16,sheet12,guest-sheet12-row-04,4,2,assets/ravenwood/portraits/guest/guest_male_fair_age16_sheet12_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r04-a24,guest,Male,fair,24,sheet12,guest-sheet12-row-04,4,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet12_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,195,353
rw-guest-sheet12-r04-a30,guest,Male,fair,30,sheet12,guest-sheet12-row-04,4,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet12_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet12-r04-a50,guest,Male,fair,50,sheet12,guest-sheet12-row-04,4,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet12_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet12.png,194,353
rw-guest-sheet13-r01-a10,guest,Female,olive,10,sheet13,guest-sheet13-row-01,1,1,assets/ravenwood/portraits/guest/guest_female_olive_age10_sheet13_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r01-a16,guest,Female,olive,16,sheet13,guest-sheet13-row-01,1,2,assets/ravenwood/portraits/guest/guest_female_olive_age16_sheet13_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r01-a24,guest,Female,olive,24,sheet13,guest-sheet13-row-01,1,3,assets/ravenwood/portraits/guest/guest_female_olive_age24_sheet13_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,195,353
rw-guest-sheet13-r01-a30,guest,Female,olive,30,sheet13,guest-sheet13-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_olive_age30_sheet13_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r01-a50,guest,Female,olive,50,sheet13,guest-sheet13-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_olive_age50_sheet13_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r02-a10,guest,Male,fair,10,sheet13,guest-sheet13-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_fair_age10_sheet13_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r02-a16,guest,Male,fair,16,sheet13,guest-sheet13-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_fair_age16_sheet13_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r02-a24,guest,Male,fair,24,sheet13,guest-sheet13-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet13_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,195,353
rw-guest-sheet13-r02-a30,guest,Male,fair,30,sheet13,guest-sheet13-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet13_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r02-a50,guest,Male,fair,50,sheet13,guest-sheet13-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet13_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r03-a10,guest,Female,black,10,sheet13,guest-sheet13-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_black_age10_sheet13_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,352
rw-guest-sheet13-r03-a16,guest,Female,black,16,sheet13,guest-sheet13-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_black_age16_sheet13_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,352
rw-guest-sheet13-r03-a24,guest,Female,black,24,sheet13,guest-sheet13-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_black_age24_sheet13_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,195,352
rw-guest-sheet13-r03-a30,guest,Female,black,30,sheet13,guest-sheet13-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_black_age30_sheet13_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,352
rw-guest-sheet13-r03-a50,guest,Female,black,50,sheet13,guest-sheet13-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_black_age50_sheet13_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,352
rw-guest-sheet13-r04-a10,guest,Male,fair,10,sheet13,guest-sheet13-row-04,4,1,assets/ravenwood/portraits/guest/guest_male_fair_age10_sheet13_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r04-a16,guest,Male,fair,16,sheet13,guest-sheet13-row-04,4,2,assets/ravenwood/portraits/guest/guest_male_fair_age16_sheet13_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r04-a24,guest,Male,fair,24,sheet13,guest-sheet13-row-04,4,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet13_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,195,353
rw-guest-sheet13-r04-a30,guest,Male,fair,30,sheet13,guest-sheet13-row-04,4,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet13_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet13-r04-a50,guest,Male,fair,50,sheet13,guest-sheet13-row-04,4,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet13_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet13.png,194,353
rw-guest-sheet14-r01-a10,guest,Female,eastern,10,sheet14,guest-sheet14-row-01,1,1,assets/ravenwood/portraits/guest/guest_female_eastern_age10_sheet14_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r01-a16,guest,Female,eastern,16,sheet14,guest-sheet14-row-01,1,2,assets/ravenwood/portraits/guest/guest_female_eastern_age16_sheet14_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r01-a24,guest,Female,eastern,24,sheet14,guest-sheet14-row-01,1,3,assets/ravenwood/portraits/guest/guest_female_eastern_age24_sheet14_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,195,353
rw-guest-sheet14-r01-a30,guest,Female,eastern,30,sheet14,guest-sheet14-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_eastern_age30_sheet14_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r01-a50,guest,Female,eastern,50,sheet14,guest-sheet14-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_eastern_age50_sheet14_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r02-a10,guest,Male,fair,10,sheet14,guest-sheet14-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_fair_age10_sheet14_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r02-a16,guest,Male,fair,16,sheet14,guest-sheet14-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_fair_age16_sheet14_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r02-a24,guest,Male,fair,24,sheet14,guest-sheet14-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet14_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,195,353
rw-guest-sheet14-r02-a30,guest,Male,fair,30,sheet14,guest-sheet14-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet14_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r02-a50,guest,Male,fair,50,sheet14,guest-sheet14-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet14_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r03-a10,guest,Female,fair,10,sheet14,guest-sheet14-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_fair_age10_sheet14_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,352
rw-guest-sheet14-r03-a16,guest,Female,fair,16,sheet14,guest-sheet14-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_fair_age16_sheet14_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,352
rw-guest-sheet14-r03-a24,guest,Female,fair,24,sheet14,guest-sheet14-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_fair_age24_sheet14_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,195,352
rw-guest-sheet14-r03-a30,guest,Female,fair,30,sheet14,guest-sheet14-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_fair_age30_sheet14_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,352
rw-guest-sheet14-r03-a50,guest,Female,fair,50,sheet14,guest-sheet14-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_fair_age50_sheet14_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,352
rw-guest-sheet14-r04-a10,guest,Male,fair,10,sheet14,guest-sheet14-row-04,4,1,assets/ravenwood/portraits/guest/guest_male_fair_age10_sheet14_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r04-a16,guest,Male,fair,16,sheet14,guest-sheet14-row-04,4,2,assets/ravenwood/portraits/guest/guest_male_fair_age16_sheet14_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r04-a24,guest,Male,fair,24,sheet14,guest-sheet14-row-04,4,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet14_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,195,353
rw-guest-sheet14-r04-a30,guest,Male,fair,30,sheet14,guest-sheet14-row-04,4,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet14_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet14-r04-a50,guest,Male,fair,50,sheet14,guest-sheet14-row-04,4,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet14_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet14.png,194,353
rw-guest-sheet15-r01-a10,guest,Female,eastern,10,sheet15,guest-sheet15-row-01,1,1,assets/ravenwood/portraits/guest/guest_female_eastern_age10_sheet15_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r01-a16,guest,Female,eastern,16,sheet15,guest-sheet15-row-01,1,2,assets/ravenwood/portraits/guest/guest_female_eastern_age16_sheet15_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r01-a24,guest,Female,eastern,24,sheet15,guest-sheet15-row-01,1,3,assets/ravenwood/portraits/guest/guest_female_eastern_age24_sheet15_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,195,353
rw-guest-sheet15-r01-a30,guest,Female,eastern,30,sheet15,guest-sheet15-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_eastern_age30_sheet15_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r01-a50,guest,Female,eastern,50,sheet15,guest-sheet15-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_eastern_age50_sheet15_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r02-a10,guest,Male,olive,10,sheet15,guest-sheet15-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_olive_age10_sheet15_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r02-a16,guest,Male,olive,16,sheet15,guest-sheet15-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_olive_age16_sheet15_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r02-a24,guest,Male,olive,24,sheet15,guest-sheet15-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_olive_age24_sheet15_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,195,353
rw-guest-sheet15-r02-a30,guest,Male,olive,30,sheet15,guest-sheet15-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_olive_age30_sheet15_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r02-a50,guest,Male,olive,50,sheet15,guest-sheet15-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_olive_age50_sheet15_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r03-a10,guest,Female,olive,10,sheet15,guest-sheet15-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_olive_age10_sheet15_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,352
rw-guest-sheet15-r03-a16,guest,Female,olive,16,sheet15,guest-sheet15-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_olive_age16_sheet15_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,352
rw-guest-sheet15-r03-a24,guest,Female,olive,24,sheet15,guest-sheet15-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_olive_age24_sheet15_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,195,352
rw-guest-sheet15-r03-a30,guest,Female,olive,30,sheet15,guest-sheet15-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_olive_age30_sheet15_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,352
rw-guest-sheet15-r03-a50,guest,Female,olive,50,sheet15,guest-sheet15-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_olive_age50_sheet15_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,352
rw-guest-sheet15-r04-a10,guest,Male,olive,10,sheet15,guest-sheet15-row-04,4,1,assets/ravenwood/portraits/guest/guest_male_olive_age10_sheet15_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r04-a16,guest,Male,olive,16,sheet15,guest-sheet15-row-04,4,2,assets/ravenwood/portraits/guest/guest_male_olive_age16_sheet15_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r04-a24,guest,Male,olive,24,sheet15,guest-sheet15-row-04,4,3,assets/ravenwood/portraits/guest/guest_male_olive_age24_sheet15_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,195,353
rw-guest-sheet15-r04-a30,guest,Male,olive,30,sheet15,guest-sheet15-row-04,4,4,assets/ravenwood/portraits/guest/guest_male_olive_age30_sheet15_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet15-r04-a50,guest,Male,olive,50,sheet15,guest-sheet15-row-04,4,5,assets/ravenwood/portraits/guest/guest_male_olive_age50_sheet15_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet15.png,194,353
rw-guest-sheet16-r01-a10,guest,Female,fair,10,sheet16,guest-sheet16-row-01,1,1,assets/ravenwood/portraits/guest/guest_female_fair_age10_sheet16_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r01-a16,guest,Female,fair,16,sheet16,guest-sheet16-row-01,1,2,assets/ravenwood/portraits/guest/guest_female_fair_age16_sheet16_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r01-a24,guest,Female,fair,24,sheet16,guest-sheet16-row-01,1,3,assets/ravenwood/portraits/guest/guest_female_fair_age24_sheet16_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,195,353
rw-guest-sheet16-r01-a30,guest,Female,fair,30,sheet16,guest-sheet16-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_fair_age30_sheet16_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r01-a50,guest,Female,fair,50,sheet16,guest-sheet16-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_fair_age50_sheet16_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r02-a10,guest,Male,fair,10,sheet16,guest-sheet16-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_fair_age10_sheet16_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r02-a16,guest,Male,fair,16,sheet16,guest-sheet16-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_fair_age16_sheet16_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r02-a24,guest,Male,fair,24,sheet16,guest-sheet16-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet16_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,195,353
rw-guest-sheet16-r02-a30,guest,Male,fair,30,sheet16,guest-sheet16-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet16_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r02-a50,guest,Male,fair,50,sheet16,guest-sheet16-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet16_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r03-a10,guest,Female,fair,10,sheet16,guest-sheet16-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_fair_age10_sheet16_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,352
rw-guest-sheet16-r03-a16,guest,Female,fair,16,sheet16,guest-sheet16-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_fair_age16_sheet16_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,352
rw-guest-sheet16-r03-a24,guest,Female,fair,24,sheet16,guest-sheet16-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_fair_age24_sheet16_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,195,352
rw-guest-sheet16-r03-a30,guest,Female,fair,30,sheet16,guest-sheet16-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_fair_age30_sheet16_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,352
rw-guest-sheet16-r03-a50,guest,Female,fair,50,sheet16,guest-sheet16-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_fair_age50_sheet16_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,352
rw-guest-sheet16-r04-a10,guest,Male,black,10,sheet16,guest-sheet16-row-04,4,1,assets/ravenwood/portraits/guest/guest_male_black_age10_sheet16_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r04-a16,guest,Male,black,16,sheet16,guest-sheet16-row-04,4,2,assets/ravenwood/portraits/guest/guest_male_black_age16_sheet16_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
rw-guest-sheet16-r04-a24,guest,Male,black,24,sheet16,guest-sheet16-row-04,4,3,assets/ravenwood/portraits/guest/guest_male_black_age24_sheet16_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,195,353
rw-guest-sheet16-r04-a30,guest,Male,black,30,sheet16,guest-sheet16-row-04,4,4,assets/ravenwood/portraits/guest/guest_male_black_age30_sheet16_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet16.png,194,353
